FECHA,KITENI,PS#1,PS#2,PS#3,PS#4
2011-01-01,12.0,1.5,0.0,9.28,0.0
2011-01-02,19.0,43.0,0.0,9.28,0.0
2011-01-03,0.5,24.83,0.0,1.0,0.0
2011-01-04,15.0,62.4,0.0,10.0,0.0
2011-01-05,7.0,85.2,0.0,5.3,0.0
2011-01-06,0.0,24.83,0.0,3.0,0.0
2011-01-07,7.0,16.9,0.0,10.0,0.0
2011-01-08,4.0,16.0,0.0,16.3,0.0
2011-01-09,12.57,1.9,0.0,0.3,0.0
2011-01-10,12.57,0.5,0.0,1.0,0.0
2011-01-11,57.0,46.7,0.0,8.3,0.0
2011-01-12,0.8,47.0,0.0,6.0,0.0
2011-01-13,12.0,9.8,0.0,14.0,0.0
2011-01-14,3.0,24.83,0.0,1.0,0.0
2011-01-15,16.0,0.2,0.0,24.0,0.0
2011-01-16,16.0,39.5,0.0,3.0,0.0
2011-01-17,12.57,24.83,0.0,0.5,0.0
2011-01-18,16.0,19.6,0.0,1.5,0.0
2011-01-19,26.0,124.7,0.0,9.28,0.0
2011-01-20,0.5,44.4,0.0,0.5,0.0
2011-01-21,12.57,24.83,0.0,9.5,0.0
2011-01-22,27.6,11.3,0.0,3.8,0.0
2011-01-23,36.7,26.0,0.0,39.0,0.0
2011-01-24,0.6,4.3,0.0,16.0,0.0
2011-01-25,24.4,2.4,0.0,20.0,0.0
2011-01-26,0.3,24.83,0.0,18.0,0.0
2011-01-27,23.4,34.9,0.0,15.5,0.0
2011-01-28,3.0,1.5,0.0,5.4,0.0
2011-01-29,32.0,8.7,0.0,18.0,0.0
2011-01-30,26.0,18.2,0.0,22.0,0.0
2011-01-31,4.0,103.4,0.0,15.0,0.0
2011-02-01,8.6,0.2,0.0,2.0,0.0
2011-02-02,4.9,16.4,0.0,5.0,0.0
2011-02-03,16.19,0.2,0.0,10.0,0.0
2011-02-04,20.0,31.6,0.0,1.0,0.0
2011-02-05,25.0,33.6,0.0,1.5,0.0
2011-02-06,67.0,72.6,0.0,2.0,0.0
2011-02-07,16.19,0.6,0.0,4.0,0.0
2011-02-08,19.0,43.4,0.0,17.0,0.0
2011-02-09,12.0,15.2,0.0,0.0,0.0
2011-02-10,41.0,11.4,0.0,21.0,0.0
2011-02-11,6.7,31.8,0.0,11.5,0.0
2011-02-12,12.0,4.2,0.0,9.8,0.0
2011-02-13,11.0,1.6,0.0,7.0,0.0
2011-02-14,88.0,81.4,0.0,20.0,0.0
2011-02-15,0.8,0.0,0.0,6.0,0.0
2011-02-16,4.0,7.9,0.0,4.0,0.0
2011-02-17,28.0,4.8,0.0,6.5,0.0
2011-02-18,9.0,1.4,0.0,26.0,0.0
2011-02-19,4.0,2.0,0.0,1.5,0.0
2011-02-20,8.0,7.6,0.0,11.0,0.0
2011-02-21,19.0,5.0,0.0,11.0,0.0
2011-02-22,8.0,16.4,0.0,11.5,0.0
2011-02-23,13.0,2.0,0.0,6.5,0.0
2011-02-24,8.0,0.4,0.0,6.0,0.0
2011-02-25,9.5,48.5,0.0,38.0,0.0
2011-02-26,16.19,0.2,0.0,1.0,0.0
2011-02-27,22.0,4.0,0.0,3.0,0.0
2011-02-28,5.0,106.5,0.0,1.0,0.0
2011-03-01,8.5,21.3,0.0,16.0,0.0
2011-03-02,11.68,21.3,0.0,10.87,0.0
2011-03-03,17.0,19.2,0.0,13.0,0.0
2011-03-04,11.68,5.2,0.0,16.0,0.0
2011-03-05,11.68,48.0,0.0,4.0,0.0
2011-03-06,6.0,17.5,0.0,2.0,0.0
2011-03-07,11.68,21.3,0.0,8.0,0.0
2011-03-08,46.6,26.2,0.0,20.0,0.0
2011-03-09,0.4,21.3,0.0,1.0,0.0
2011-03-10,18.0,27.5,0.0,2.3,0.0
2011-03-11,65.0,162.0,0.0,8.5,0.0
2011-03-12,3.0,2.9,0.0,4.5,0.0
2011-03-13,5.4,6.4,0.0,29.8,0.0
2011-03-14,21.4,1.3,0.0,15.5,0.0
2011-03-15,23.0,54.0,0.0,11.0,0.0
2011-03-16,11.68,0.5,0.0,1.0,0.0
2011-03-17,2.0,9.6,0.0,10.0,0.0
2011-03-18,7.9,0.0,0.0,20.0,0.0
2011-03-19,0.0,54.9,0.0,16.7,0.0
2011-03-20,25.3,3.0,0.0,9.0,0.0
2011-03-21,3.2,7.7,0.0,11.2,0.0
2011-03-22,16.4,7.2,0.0,19.0,0.0
2011-03-23,6.8,5.4,0.0,24.0,0.0
2011-03-24,2.2,19.0,0.0,27.5,0.0
2011-03-25,1.6,1.5,0.0,20.0,0.0
2011-03-26,20.7,0.5,0.0,10.0,0.0
2011-03-27,8.5,40.0,0.0,9.5,0.0
2011-03-28,11.68,21.3,0.0,1.0,0.0
2011-03-29,20.6,2.5,0.0,10.87,0.0
2011-03-30,32.8,110.4,0.0,5.5,0.0
2011-03-31,11.68,28.2,0.0,1.0,0.0
2011-04-01,8.0,3.4,0.0,6.0,0.0
2011-04-02,5.02,4.2,0.0,7.0,0.0
2011-04-03,5.02,12.56,0.0,3.0,0.0
2011-04-04,18.0,34.3,0.0,5.4,0.0
2011-04-05,3.0,14.0,0.0,3.8,0.0
2011-04-06,29.0,178.2,0.0,59.3,0.0
2011-04-07,1.2,0.3,0.0,1.2,0.0
2011-04-08,2.0,7.5,0.0,6.2,0.0
2011-04-09,4.5,13.1,0.0,9.6,0.0
2011-04-10,5.02,12.56,0.0,9.4,0.0
2011-04-11,5.02,12.56,0.0,5.2,0.0
2011-04-12,2.8,12.56,0.0,2.8,0.0
2011-04-13,5.02,12.56,0.0,0.6,0.0
2011-04-14,18.0,29.8,0.0,1.4,0.0
2011-04-15,17.2,31.8,0.0,23.4,0.0
2011-04-16,5.02,6.2,0.0,5.67,0.0
2011-04-17,5.02,12.56,0.0,5.67,0.0
2011-04-18,8.0,23.8,0.0,13.2,0.0
2011-04-19,0.5,12.56,0.0,5.67,0.0
2011-04-20,5.02,12.56,0.0,5.67,0.0
2011-04-21,16.0,12.56,0.0,5.67,0.0
2011-04-22,5.02,12.56,0.0,0.3,0.0
2011-04-23,5.02,12.56,0.0,0.3,0.0
2011-04-24,5.02,12.56,0.0,5.67,0.0
2011-04-25,22.3,12.9,0.0,6.0,0.0
2011-04-26,5.02,5.4,0.0,5.67,0.0
2011-04-27,0.2,0.8,0.0,6.0,0.0
2011-04-28,5.02,2.0,0.0,5.67,0.0
2011-04-29,5.02,12.56,0.0,5.67,0.0
2011-04-30,5.02,12.56,0.0,5.67,0.0
2011-05-01,0.79,3.6,0.0,1.36,0.0
2011-05-02,1.0,10.3,0.0,1.36,0.0
