FECHA,KITENI,PS#1,PS#2,PS#3,PS#4
2015-03-01,5.5,17.8,23.2,17.8,17.8
2015-03-02,35.4,73.7,28.8,7.2,15.8
2015-03-03,0.4,18.2,0.4,1.4,6.9
2015-03-04,1.2,6.4,17.0,4.6,5.62
2015-03-05,15.7,62.2,44.6,29.8,23.6
2015-03-06,4.6,18.2,3.7,13.8,19.3
2015-03-07,0.2,4.2,0.6,0.6,0.8
2015-03-08,1.0,61.9,41.6,9.0,5.6
2015-03-09,5.92,1.0,1.2,6.5,3.1
2015-03-10,3.8,1.2,2.2,7.4,2.6
2015-03-11,1.8,9.6,0.2,4.6,0.4
2015-03-12,0.4,19.47,12.86,3.6,5.0
2015-03-13,5.92,0.2,8.1,1.8,3.4
2015-03-14,13.6,9.8,14.0,7.5,5.62
2015-03-15,17.4,85.4,20.0,13.8,5.7
2015-03-16,5.92,13.8,20.3,7.5,1.0
2015-03-17,5.92,0.4,12.86,2.4,0.2
2015-03-18,4.4,19.47,2.7,16.8,5.9
2015-03-19,10.4,9.4,62.5,10.0,0.6
2015-03-20,1.2,0.4,0.2,3.6,3.2
2015-03-21,18.2,13.8,19.6,35.2,21.0
2015-03-22,2.0,19.47,22.7,11.0,3.8
2015-03-23,26.8,9.1,16.6,10.8,8.0
2015-03-24,5.92,19.47,0.4,0.4,1.4
2015-03-25,5.92,0.2,0.1,4.7,3.6
2015-03-26,0.2,19.47,30.7,4.4,6.4
2015-03-27,16.8,2.0,8.4,2.0,5.62
2015-03-28,1.0,37.1,3.5,0.4,6.6
2015-03-29,5.92,0.4,0.1,2.2,0.2
2015-03-30,5.92,19.47,12.86,0.2,2.2
2015-03-31,1.8,147.2,5.4,6.8,0.2
2015-04-01,15.2,18.8,7.4,0.3,5.1
2015-04-02,1.0,0.6,5.3,3.6,2.5
2015-04-03,0.0,3.0,2.2,2.0,1.2
2015-04-04,1.2,0.2,32.8,0.4,4.9
2015-04-05,4.0,66.6,27.6,7.8,8.2
2015-04-06,26.8,96.4,28.11,7.0,4.4
2015-04-07,1.6,1.2,1.2,2.4,2.6
2015-04-08,0.0,1.2,8.0,0.6,8.0
2015-04-09,40.2,0.0,40.0,6.4,2.8
2015-04-10,0.4,0.2,3.0,0.0,1.4
2015-04-11,8.3,5.4,9.4,9.4,5.8
2015-04-12,6.8,0.2,8.0,0.4,0.2
2015-04-13,4.8,0.1,51.0,4.0,1.6
2015-04-14,22.4,6.0,21.0,0.4,0.8
2015-04-15,0.0,0.2,8.0,4.6,20.0
2015-04-16,26.2,4.0,15.8,1.3,14.0
2015-04-17,0.4,17.3,3.4,0.2,0.0
2015-04-18,0.0,0.2,4.0,0.0,0.4
2015-04-19,3.2,0.0,13.0,9.6,1.2
2015-04-20,0.6,0.0,2.0,0.6,11.3
2015-04-21,43.0,39.0,17.8,7.6,6.5
2015-04-22,0.4,0.2,3.0,3.8,4.31
2015-04-23,1.2,22.4,12.2,6.8,8.5
2015-04-24,0.6,0.2,0.0,2.4,6.6
2015-04-25,9.2,2.0,18.2,3.0,4.6
2015-04-26,23.4,0.2,25.2,0.0,4.31
2015-04-27,10.8,8.1,12.25,4.6,4.5
2015-04-28,11.2,84.2,12.25,5.1,0.3
2015-04-29,0.4,0.2,12.25,3.14,2.1
2015-04-30,8.77,12.6,12.25,3.14,4.31
2015-05-01,2.46,0.0,7.4,2.16,1.13
2015-05-02,2.46,0.2,7.4,2.16,1.13
2015-05-03,2.5,0.8,17.8,2.8,2.0
2015-05-04,7.2,24.5,45.2,5.0,4.4
2015-05-05,3.0,58.5,4.5,2.6,0.8
2015-05-06,0.6,0.3,4.4,0.0,0.2
2015-05-07,7.2,34.4,41.4,5.4,3.6
2015-05-08,0.6,3.1,8.2,2.6,0.12
2015-05-09,0.8,6.3,0.2,4.4,2.2
2015-05-10,0.0,44.4,2.2,1.4,0.2
2015-05-11,0.0,77.3,3.0,0.0,0.0
2015-05-12,7.6,12.3,0.2,0.0,0.0
2015-05-13,4.0,0.0,1.4,3.2,0.4
2015-05-14,2.46,8.4,2.0,7.0,1.4
2015-05-15,2.5,1.3,0.0,7.6,1.2
2015-05-16,6.2,24.2,7.3,7.6,2.2
2015-05-17,1.4,2.4,5.2,0.6,3.0
2015-05-18,0.1,0.0,0.0,0.4,1.13
2015-05-19,0.0,0.2,0.4,0.0,2.0
2015-05-20,2.46,0.0,0.0,0.0,1.8
2015-05-21,2.46,0.1,0.0,0.0,1.13
2015-05-22,2.46,0.0,0.0,0.6,1.13
2015-05-23,2.46,30.6,0.0,0.0,1.13
2015-05-24,2.46,0.0,0.4,2.4,1.6
2015-05-25,2.0,13.4,6.2,1.2,0.8
2015-05-26,2.46,56.9,1.4,9.6,3.6
2015-05-27,2.46,0.2,0.6,0.2,0.2
2015-05-28,13.6,40.4,12.3,0.4,0.4
2015-05-29,5.0,0.4,0.0,2.16,1.13
2015-05-30,2.46,8.3,46.0,2.2,2.8
2015-05-31,14.6,75.1,19.3,2.16,0.2
2015-06-01,33.4,74.7,12.0,6.6,4.0
2015-06-02,0.2,0.2,2.0,0.68,0.34
2015-06-03,41.0,10.2,15.4,0.68,0.34
2015-06-04,0.2,0.2,0.2,0.68,0.34
2015-06-05,2.8,0.3,3.8,0.68,0.34
2015-06-06,3.66,0.2,0.2,0.68,0.34
2015-06-07,3.66,0.0,2.2,0.68,0.34
2015-06-08,2.8,0.0,17.2,0.68,0.5
2015-06-09,24.4,10.9,1.4,0.2,0.0
2015-06-10,3.4,0.0,11.0,0.2,0.3
2015-06-11,0.4,0.2,2.8,0.2,0.4
2015-06-12,0.0,18.3,0.2,0.0,0.0
2015-06-13,0.0,5.4,0.4,0.0,0.0
2015-06-14,0.0,30.4,0.1,0.0,0.0
2015-06-15,0.0,0.2,0.4,2.0,0.0
2015-06-16,0.0,2.0,4.8,0.0,0.34
2015-06-17,0.0,0.4,0.2,0.0,0.34
2015-06-18,0.0,0.8,0.1,5.6,2.4
2015-06-19,0.0,28.0,0.1,4.0,1.8
2015-06-20,3.66,6.08,0.1,1.2,0.8
2015-06-21,3.66,6.08,2.0,0.6,0.0
2015-06-22,3.66,6.08,0.5,0.68,0.0
2015-06-23,1.2,6.08,1.6,0.68,0.0
2015-06-24,0.0,6.08,2.68,0.68,0.0
2015-06-25,0.0,6.08,2.68,0.68,0.0
2015-06-26,0.0,6.08,0.8,0.68,0.0
2015-06-27,0.0,6.08,1.0,0.68,0.0
2015-06-28,3.66,6.08,2.68,0.68,0.0
2015-06-29,3.66,6.08,2.68,0.68,0.0
2015-06-30,3.66,6.08,2.68,0.68,0.0
2015-07-01,25.0,0.0,0.8,0.0,0.0
2015-07-02,0.4,0.0,0.4,0.0,0.0
2015-07-03,10.2,0.0,0.0,0.0,0.0
2015-07-04,6.6,24.5,7.4,0.0,0.0
2015-07-05,2.7,16.4,0.4,3.4,1.2
2015-07-06,2.0,5.7,0.0,0.6,0.8
2015-07-07,0.0,0.1,1.9,0.0,0.0
2015-07-08,0.0,4.2,1.2,0.0,0.0
2015-07-09,0.0,4.2,0.3,0.0,0.0
2015-07-10,0.0,0.0,0.0,0.0,0.0
2015-07-11,0.0,0.3,0.0,0.0,0.0
2015-07-12,0.0,0.2,0.0,0.0,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0
2015-07-14,9.0,16.3,0.7,0.0,0.0
2015-07-15,0.0,0.4,1.8,0.0,0.0
2015-07-16,0.0,0.0,0.4,1.1,0.0
2015-07-17,0.0,0.2,0.0,0.0,0.0
2015-07-18,23.8,1.3,42.2,0.0,0.0
2015-07-19,0.0,0.1,1.1,0.0,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0
2015-07-21,3.2,0.0,1.1,0.0,0.0
2015-07-22,4.8,0.0,5.1,0.0,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0
2015-07-25,0.0,6.3,0.3,0.0,0.0
2015-07-26,0.0,0.0,0.0,0.0,0.0
2015-07-27,0.0,0.0,1.0,0.0,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0
2015-07-29,0.0,0.1,0.0,0.0,0.0
2015-07-30,0.0,0.0,0.4,0.0,0.0
2015-07-31,0.0,5.5,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.2,0.0,0.0
2015-08-02,0.0,0.0,0.0,0.0,0.0
2015-08-03,0.0,0.0,1.0,0.0,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0
2015-08-05,0.0,65.3,0.0,0.0,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0
2015-08-08,0.0,0.0,1.0,0.0,0.0
2015-08-09,0.0,16.2,0.0,0.0,0.0
2015-08-10,0.0,11.8,1.0,0.0,0.0
2015-08-11,11.8,9.8,9.2,23.2,10.2
2015-08-12,3.8,0.6,1.1,5.8,6.1
2015-08-13,0.8,0.5,0.0,18.0,10.2
2015-08-14,0.0,0.3,0.0,1.2,8.6
2015-08-15,0.0,0.0,0.0,0.0,0.0
2015-08-16,0.2,0.0,21.6,0.0,0.0
2015-08-17,0.8,1.4,0.0,0.8,3.4
2015-08-18,3.0,0.0,0.1,0.0,0.0
2015-08-19,8.0,0.0,4.0,0.0,0.0
2015-08-20,0.0,5.0,0.1,0.4,0.0
2015-08-21,0.0,0.2,0.0,0.0,0.0
2015-08-22,0.0,0.0,0.0,0.0,0.0
2015-08-23,0.0,0.0,0.0,0.0,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0
2015-08-25,0.0,0.0,1.0,0.0,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0
2015-08-27,4.8,9.9,58.0,0.0,0.0
2015-08-28,0.0,0.0,0.0,6.2,7.0
2015-08-29,0.0,0.0,0.0,0.0,0.0
2015-08-30,0.0,0.0,0.0,0.0,0.0
2015-08-31,0.0,0.0,0.0,0.0,0.0
2015-09-01,22.0,6.5,9.9,16.0,18.0
2015-09-02,0.0,0.0,0.2,0.0,0.0
2015-09-03,0.0,0.0,0.0,0.0,0.0
2015-09-04,4.8,18.9,6.4,0.0,0.0
2015-09-05,0.0,0.3,0.0,0.0,0.0
2015-09-06,0.0,0.0,0.0,0.0,0.0
2015-09-07,0.0,0.0,0.0,0.0,0.0
2015-09-08,0.0,0.0,20.1,0.0,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0
2015-09-10,2.2,0.0,0.0,0.0,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0
2015-09-12,0.0,0.0,5.1,0.0,0.0
2015-09-13,0.0,0.2,0.0,0.0,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0
2015-09-15,0.0,0.0,0.0,0.0,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0
2015-09-17,0.0,6.1,2.3,0.0,0.0
2015-09-18,0.6,0.0,50.8,1.0,0.0
2015-09-19,0.0,0.0,0.0,2.0,0.2
2015-09-20,0.0,0.2,0.0,0.0,0.0
2015-09-21,0.0,0.0,0.0,0.4,0.0
2015-09-22,0.0,0.0,1.0,1.2,0.2
2015-09-23,6.8,0.0,16.4,0.0,0.0
2015-09-24,0.0,0.0,3.2,0.0,0.0
2015-09-25,4.4,4.8,1.8,0.0,0.0
2015-09-26,16.6,0.0,8.6,1.0,0.6
2015-09-27,1.0,79.8,8.4,0.6,0.0
2015-09-28,1.2,0.0,12.1,0.0,0.0
2015-09-29,0.0,0.0,0.0,1.2,2.2
2015-09-30,7.4,2.4,0.0,4.4,0.2
2015-10-01,0.1,55.4,1.2,0.0,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0
2015-10-03,0.8,0.0,0.0,1.4,0.8
2015-10-04,0.0,4.0,0.0,3.0,0.4
2015-10-05,0.0,0.2,0.0,0.2,0.2
2015-10-06,0.0,0.0,17.5,0.0,0.0
2015-10-07,2.0,0.0,66.9,0.0,0.0
2015-10-08,47.0,76.5,11.4,0.0,0.0
2015-10-09,0.4,0.2,0.0,0.0,0.0
2015-10-10,0.0,59.8,0.0,0.0,0.0
2015-10-11,0.0,71.1,0.0,0.0,0.0
2015-10-12,0.0,0.2,0.0,0.0,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0
2015-10-15,0.0,0.0,5.2,0.0,0.0
2015-10-16,7.0,16.2,0.0,8.3,0.0
2015-10-17,0.0,6.2,0.0,0.0,7.0
2015-10-18,0.0,0.0,0.0,5.9,8.2
2015-10-19,0.0,0.0,0.0,0.2,8.2
2015-10-20,0.0,0.0,0.0,0.0,0.0
2015-10-21,0.0,1.4,2.0,0.0,0.0
2015-10-22,23.6,0.0,0.0,9.2,5.8
2015-10-23,0.0,0.0,0.0,2.2,2.0
2015-10-24,6.4,13.2,10.5,0.0,0.0
2015-10-25,0.0,0.2,0.0,2.6,0.6
2015-10-26,0.0,0.0,10.5,0.8,0.8
2015-10-27,2.4,0.0,15.2,6.2,3.2
2015-10-28,0.0,0.0,0.0,0.0,0.0
2015-10-29,0.0,0.1,0.0,0.8,5.2
2015-10-30,6.6,66.4,3.5,0.0,0.0
2015-10-31,0.0,1.5,4.64,0.0,0.0
2015-11-01,3.4,0.4,0.4,0.0,0.0
2015-11-02,13.0,4.6,24.7,5.8,3.0
2015-11-03,0.0,0.0,0.0,3.8,0.0
2015-11-04,1.0,0.1,0.2,0.0,0.0
2015-11-05,1.8,12.6,1.6,0.0,0.0
2015-11-06,4.4,17.4,4.7,0.0,0.0
2015-11-07,4.8,2.3,8.8,7.0,2.0
2015-11-08,2.3,1.2,0.2,49.0,4.2
2015-11-09,59.0,37.3,28.2,17.2,32.0
2015-11-10,0.0,0.0,0.0,0.0,0.6
2015-11-11,13.6,20.3,13.1,1.0,2.2
2015-11-12,3.2,85.0,22.0,7.2,2.2
2015-11-13,0.4,0.2,0.0,0.0,0.0
2015-11-14,0.0,18.8,0.0,2.4,4.8
2015-11-15,10.5,1.3,0.0,0.0,0.0
2015-11-16,0.0,0.4,0.0,4.2,6.2
2015-11-17,12.4,7.4,18.6,0.6,2.0
2015-11-18,18.8,6.4,13.7,0.0,0.0
2015-11-19,1.4,0.4,0.3,0.0,0.0
2015-11-20,23.0,10.4,14.2,0.0,0.0
2015-11-21,0.0,2.5,2.4,16.0,4.2
2015-11-22,107.0,4.9,26.0,6.3,3.1
2015-11-23,0.2,0.3,0.8,0.0,1.0
2015-11-24,0.0,0.0,1.3,0.0,4.2
2015-11-25,8.2,41.2,28.8,6.1,0.0
2015-11-26,0.0,0.4,0.3,0.0,0.0
2015-11-27,14.8,4.4,89.4,0.0,0.0
2015-11-28,0.0,0.2,0.0,1.1,2.0
2015-11-29,0.0,0.0,6.2,0.0,0.0
2015-11-30,16.0,43.8,67.2,0.0,4.1
2015-12-01,0.0,3.5,1.4,13.0,6.0
2015-12-02,0.0,0.2,0.0,3.1,1.0
2015-12-03,0.0,0.0,0.0,1.6,0.5
2015-12-04,23.0,0.0,47.0,1.4,16.0
2015-12-05,0.0,6.8,26.0,3.6,0.0
2015-12-06,2.8,29.7,70.2,0.6,0.0
2015-12-07,0.0,22.0,20.0,4.6,1.0
2015-12-08,3.5,81.2,18.0,0.2,0.2
2015-12-09,1.2,0.4,50.7,8.2,8.4
2015-12-10,20.4,3.6,74.6,20.2,11.1
2015-12-11,0.0,0.2,0.6,0.0,1.4
2015-12-12,0.0,0.0,0.0,0.8,0.2
2015-12-13,0.0,0.0,0.0,0.0,0.0
2015-12-14,6.7,46.4,14.2,8.0,0.8
2015-12-15,0.0,0.0,0.2,0.0,0.0
2015-12-16,1.0,0.0,0.0,4.8,0.4
2015-12-17,17.5,50.2,40.7,13.4,2.8
2015-12-18,0.0,0.2,0.2,12.0,3.8
2015-12-19,12.0,55.2,14.4,29.4,28.0
2015-12-20,2.0,22.6,7.3,18.6,3.6
2015-12-21,10.8,12.6,22.4,14.6,14.0
2015-12-22,3.4,16.0,8.6,8.0,21.6
2015-12-23,0.4,0.0,1.4,12.4,15.4
2015-12-24,18.5,5.6,11.2,6.2,2.8
2015-12-25,0.0,36.3,0.2,8.2,0.2
2015-12-26,6.0,50.0,17.6,25.8,12.2
2015-12-27,13.8,26.8,23.4,1.6,0.4
2015-12-28,0.0,0.0,2.2,2.2,3.0
2015-12-29,44.4,0.3,35.7,0.0,0.2
2015-12-30,0.0,0.0,0.0,1.2,0.0
2015-12-31,2.8,4.1,0.4,0.0,0.6
